,,50.80%,41.40%,32.50%,,,,32.50%,,
872,Leaf-Similar Trees,65.00%,Easy,52.21%,50.80%,-2.87%,1,0.971,,
800,Similar RGB Color,63.90%,Easy,52.17%,50.80%,-2.78%,1,0.972,,1
1876,Substrings of Size Three with Distinct Characters,69.80%,Easy,52.20%,50.80%,-2.85%,1,0.972,,
2248,Intersection of Multiple Arrays,69.80%,Easy,52.20%,50.80%,-2.85%,1,0.972,,
303,Range Sum Query - Immutable,56.50%,Easy,52.06%,50.80%,-2.55%,1,0.974,,
1783,Grand Slam Titles,89.00%,Medium,71.40%,41.40%,-51.19%,2,0.976,Sql,1
196,Delete Duplicate Emails,54.80%,Easy,51.93%,50.80%,-2.29%,1,0.977,Sql,
1114,Print in Order,68.20%,Easy,51.86%,50.80%,-2.16%,1,0.978,Thread,
387,First Unique Character in a String,57.50%,Easy,51.82%,50.80%,-2.08%,1,0.979,,
1122,Relative Sort Array,68.30%,Easy,51.84%,50.80%,-2.12%,1,0.979,,
1025,Divisor Game,66.80%,Easy,51.77%,50.80%,-1.96%,1,0.980,,
2215,Find the Difference of Two Arrays,69.30%,Easy,51.70%,50.80%,-1.83%,1,0.982,,
78,Subsets,72.30%,Medium,71.16%,41.40%,-50.78%,2,0.984,,
1502,Can Make Arithmetic Progression From Sequence,69.10%,Easy,51.50%,50.80%,-1.42%,1,0.986,,
1633,Percentage of Users Attended a Contest,69.00%,Easy,51.40%,50.80%,-1.22%,1,0.988,Sql,1
292,Nim Game,55.60%,Easy,51.32%,50.80%,-1.05%,1,0.989,,
1075,Project Employees I,67.10%,Easy,51.33%,50.80%,-1.08%,1,0.989,Sql,1
867,Transpose Matrix,63.90%,Easy,51.18%,50.80%,-0.78%,1,0.992,,
27,Remove Element,51.50%,Easy,51.10%,50.80%,-0.62%,1,0.994,,
1413,Minimum Value to Get Positive Step by Step Sum,68.60%,Easy,51.00%,50.80%,-0.41%,1,0.996,,
1636,Sort Array by Increasing Frequency,68.50%,Easy,50.90%,50.80%,-0.20%,1,0.998,,
693,Binary Number with Alternating Bits,61.00%,Easy,50.84%,50.80%,-0.07%,1,0.999,,
1133,Largest Unique Number,67.40%,Easy,50.78%,50.80%,0.04%,1,1.000,,1
1476,Subrectangle Queries,88.30%,Medium,70.70%,41.40%,-50.00%,2,1.000,,
1160,Find Words That Can Be Formed by Characters,67.70%,Easy,50.69%,50.80%,0.23%,1,1.002,,
202,Happy Number,53.60%,Easy,50.64%,50.80%,0.33%,1,1.003,,
1285,Find the Start and End Number of Continuous Ranges,88.20%,Medium,70.60%,41.40%,-49.83%,2,1.003,Sql,1
1308,Running Total for Different Genders,88.20%,Medium,70.60%,41.40%,-49.83%,2,1.003,Sql,1
383,Ransom Note,56.20%,Easy,50.58%,50.80%,0.44%,1,1.004,,
563,Binary Tree Tilt,58.80%,Easy,50.54%,50.80%,0.52%,1,1.005,,
101,Symmetric Tree,52.00%,Easy,50.52%,50.80%,0.57%,1,1.006,,
1260,Shift 2D Grid,68.10%,Easy,50.50%,50.80%,0.61%,1,1.006,,
2078,Two Furthest Houses With Different Colors,68.00%,Easy,50.40%,50.80%,0.81%,1,1.008,,
1241,Number of Comments per Post,67.90%,Easy,50.30%,50.80%,1.02%,1,1.010,Sql,1
22,Generate Parentheses,70.70%,Medium,70.38%,41.40%,-49.45%,2,1.011,,
70,Climbing Stairs,51.30%,Easy,50.27%,50.80%,1.07%,1,1.011,,
1925,Count Square Sum Triples,67.80%,Easy,50.20%,50.80%,1.22%,1,1.012,,
270,Closest Binary Search Tree Value,54.10%,Easy,50.14%,50.80%,1.34%,1,1.013,,1
1270,All People Report to the Given Manager,87.90%,Medium,70.30%,41.40%,-49.32%,2,1.014,Sql,1
1294,Weather Type in Each Country,67.70%,Easy,50.10%,50.80%,1.42%,1,1.014,Sql,1
350,Intersection of Two Arrays II,55.20%,Easy,50.07%,50.80%,1.49%,1,1.015,,
506,Relative Ranks,57.50%,Easy,50.08%,50.80%,1.47%,1,1.015,,
1700,Number of Students Unable to Eat Lunch,67.60%,Easy,50.00%,50.80%,1.63%,1,1.016,,
1779,Find Nearest Point That Has the Same X or Y Coordinate,67.60%,Easy,50.00%,50.80%,1.63%,1,1.016,,
1113,Reported Posts,66.20%,Easy,49.88%,50.80%,1.88%,1,1.019,Sql,1
67,Add Binary,50.80%,Easy,49.82%,50.80%,2.00%,1,1.020,,
1196,How Many Apples Can You Put into the Basket,67.30%,Easy,49.76%,50.80%,2.12%,1,1.021,,1
495,Teemo Attacking,56.90%,Easy,49.64%,50.80%,2.36%,1,1.024,,
404,Sum of Left Leaves,55.50%,Easy,49.57%,50.80%,2.49%,1,1.025,,
2164,Sort Even and Odd Indices Independently,67.10%,Easy,49.50%,50.80%,2.64%,1,1.026,,
2319,Check if Matrix Is X-Matrix,67.10%,Easy,49.50%,50.80%,2.64%,1,1.026,,
160,Intersection of Two Linked Lists,51.80%,Easy,49.45%,50.80%,2.74%,1,1.027,,
653,Two Sum IV - Input is a BST,59.00%,Easy,49.42%,50.80%,2.80%,1,1.028,,
1399,Count Largest Group,67.00%,Easy,49.40%,50.80%,2.85%,1,1.028,,
1822,Sign of the Product of an Array,67.00%,Easy,49.40%,50.80%,2.85%,1,1.028,,
2042,Check if Numbers Are Ascending in a Sentence,67.00%,Easy,49.40%,50.80%,2.85%,1,1.028,,
892,Surface Area of 3D Shapes,62.40%,Easy,49.32%,50.80%,3.01%,1,1.030,,
1046,Last Stone Weight,64.50%,Easy,49.16%,50.80%,3.34%,1,1.033,,
1991,Find the Middle Index in Array,66.80%,Easy,49.20%,50.80%,3.25%,1,1.033,,
606,Construct String from Binary Tree,58.00%,Easy,49.11%,50.80%,3.43%,1,1.034,,
868,Binary Gap,61.80%,Easy,49.07%,50.80%,3.52%,1,1.035,,
1038,Binary Search Tree to Greater Sum Tree,84.90%,Medium,69.68%,41.40%,-48.25%,2,1.035,,
26,Remove Duplicates from Sorted Array,49.40%,Easy,49.02%,50.80%,3.62%,1,1.036,,
1,Two Sum,48.80%,Easy,48.79%,50.80%,4.09%,1,1.041,,
746,Min Cost Climbing Stairs,59.70%,Easy,48.76%,50.80%,4.15%,1,1.041,,
1302,Deepest Leaves Sum,87.10%,Medium,69.50%,41.40%,-47.95%,2,1.041,,
2243,Calculate Digit Sum of a String,66.40%,Easy,48.80%,50.80%,4.07%,1,1.041,,
2298,Tasks Count in the Weekend,87.10%,Medium,69.50%,41.40%,-47.95%,2,1.041,Sql,1
530,Minimum Absolute Difference in BST,56.40%,Easy,48.63%,50.80%,4.42%,1,1.044,,
797,All Paths From Source to Target,81.10%,Medium,69.41%,41.40%,-47.80%,2,1.044,,
485,Max Consecutive Ones,55.40%,Easy,48.29%,50.80%,5.11%,1,1.051,,
1078,Occurrences After Bigram,64.10%,Easy,48.29%,50.80%,5.10%,1,1.051,,
2062,Count Vowel Substrings of a String,65.80%,Easy,48.20%,50.80%,5.28%,1,1.053,,
83,Remove Duplicates from Sorted List,49.30%,Easy,48.08%,50.80%,5.52%,1,1.055,,
520,Detect Capital,55.70%,Easy,48.07%,50.80%,5.54%,1,1.055,,
1064,Fixed Point,63.70%,Easy,48.09%,50.80%,5.50%,1,1.055,,1
2181,Merge Nodes in Between Zeros,86.70%,Medium,69.10%,41.40%,-47.27%,2,1.055,,
733,Flood Fill,58.80%,Easy,48.05%,50.80%,5.59%,1,1.056,,
748,Shortest Completing Word,59.00%,Easy,48.03%,50.80%,5.63%,1,1.056,,
409,Longest Palindrome,54.00%,Easy,48.00%,50.80%,5.69%,1,1.057,,
2068,Check Whether Two Strings are Almost Equivalent,65.60%,Easy,48.00%,50.80%,5.69%,1,1.057,,
2138,Divide a String Into Groups of Size k,65.50%,Easy,47.90%,50.80%,5.89%,1,1.059,,
812,Largest Triangle Area,59.70%,Easy,47.79%,50.80%,6.12%,1,1.061,,
1385,Find the Distance Value Between Two Arrays,65.40%,Easy,47.80%,50.80%,6.10%,1,1.061,,
917,Reverse Only Letters,61.20%,Easy,47.75%,50.80%,6.20%,1,1.062,,
1103,Distribute Candies to People,63.80%,Easy,47.62%,50.80%,6.46%,1,1.065,,
1582,Special Positions in a Binary Matrix,65.20%,Easy,47.60%,50.80%,6.50%,1,1.065,,
1828,Queries on Number of Points Inside a Circle,86.40%,Medium,68.80%,41.40%,-46.76%,2,1.065,,
1009,Complement of Base 10 Integer,62.20%,Easy,47.40%,50.80%,6.91%,1,1.069,,
1694,Reformat Phone Number,65.00%,Easy,47.40%,50.80%,6.91%,1,1.069,,
1716,Calculate Money in Leetcode Bank,65.00%,Easy,47.40%,50.80%,6.91%,1,1.069,,
888,Fair Candy Swap,60.40%,Easy,47.38%,50.80%,6.96%,1,1.070,,
544,Output Contest Matches,76.60%,Medium,68.62%,41.40%,-46.45%,2,1.071,,1
1667,Fix Names in a Table,64.90%,Easy,47.30%,50.80%,7.11%,1,1.071,Sql,1
190,Reverse Bits,50.00%,Easy,47.21%,50.80%,7.29%,1,1.073,,
763,Partition Labels,79.70%,Medium,68.51%,41.40%,-46.26%,2,1.075,,
1065,Index Pairs of a String,62.70%,Easy,47.08%,50.80%,7.56%,1,1.076,,1
512,Game Play Analysis II,54.40%,Easy,46.89%,50.80%,7.95%,1,1.079,Sql,1
1619,Mean of Array After Removing Some Elements,64.50%,Easy,46.90%,50.80%,7.93%,1,1.079,,
543,Diameter of Binary Tree,54.80%,Easy,46.84%,50.80%,8.06%,1,1.081,,
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,64.40%,Easy,46.80%,50.80%,8.13%,1,1.081,,
1598,Crawler Log Folder,64.40%,Easy,46.80%,50.80%,8.13%,1,1.081,,
1699,Number of Calls Between Two Persons,85.90%,Medium,68.30%,41.40%,-45.90%,2,1.082,Sql,1
2180,Count Integers With Even Digit Sum,64.30%,Easy,46.70%,50.80%,8.33%,1,1.083,,
1137,N-th Tribonacci Number,63.20%,Easy,46.52%,50.80%,8.69%,1,1.087,,
1491,Average Salary Excluding the Minimum and Maximum Salary,64.10%,Easy,46.50%,50.80%,8.74%,1,1.087,,
2200,Find All K-Distant Indices in an Array,64.10%,Easy,46.50%,50.80%,8.74%,1,1.087,,
1550,Three Consecutive Odds,64.00%,Easy,46.40%,50.80%,8.94%,1,1.089,,
1800,Maximum Ascending Subarray Sum,64.00%,Easy,46.40%,50.80%,8.94%,1,1.089,,
1408,String Matching in an Array,63.90%,Easy,46.30%,50.80%,9.15%,1,1.091,,
1769,Minimum Number of Operations to Move All Balls to Each Box,85.60%,Medium,68.00%,41.40%,-45.39%,2,1.092,,
415,Add Strings,52.30%,Easy,46.21%,50.80%,9.32%,1,1.093,,
1708,Largest Subarray Length K,63.80%,Easy,46.20%,50.80%,9.35%,1,1.093,,1
419,Battleships in a Board,74.10%,Medium,67.95%,41.40%,-45.32%,2,1.094,,
2224,Minimum Number of Operations to Convert Time,63.70%,Easy,46.10%,50.80%,9.55%,1,1.096,,
2293,Min Max Game,63.70%,Easy,46.10%,50.80%,9.55%,1,1.096,,
598,Range Addition II,54.80%,Easy,46.03%,50.80%,9.70%,1,1.097,,
1394,Find Lucky Integer in an Array,63.60%,Easy,46.00%,50.80%,9.76%,1,1.098,,
1282,Group the People Given the Group Size They Belong To,85.40%,Medium,67.80%,41.40%,-45.05%,2,1.099,,
1315,Sum of Nodes with Even-Valued Grandparent,85.40%,Medium,67.80%,41.40%,-45.05%,2,1.099,,
2265,Count Nodes Equal to Average of Subtree,85.40%,Medium,67.80%,41.40%,-45.05%,2,1.099,,
492,Construct the Rectangle,53.00%,Easy,45.78%,50.80%,10.20%,1,1.102,,
110,Balanced Binary Tree,47.30%,Easy,45.69%,50.80%,10.39%,1,1.104,,
697,Degree of an Array,55.80%,Easy,45.58%,50.80%,10.62%,1,1.106,,
2066,Account Balance,85.20%,Medium,67.60%,41.40%,-44.71%,2,1.106,Sql,1
1596,The Most Frequently Ordered Products for Each Customer,85.00%,Medium,67.40%,41.40%,-44.37%,2,1.113,Sql,1
1543,Fix Product Name Format,62.80%,Easy,45.20%,50.80%,11.38%,1,1.114,Sql,1
896,Monotonic Array,58.30%,Easy,45.16%,50.80%,11.47%,1,1.115,,
392,Is Subsequence,50.80%,Easy,45.05%,50.80%,11.69%,1,1.117,,
401,Binary Watch,50.90%,Easy,45.02%,50.80%,11.75%,1,1.118,,
1189,Maximum Number of Balloons,62.40%,Easy,44.96%,50.80%,11.87%,1,1.119,,
661,Image Smoother,54.60%,Easy,44.91%,50.80%,11.98%,1,1.120,,
704,Binary Search,55.20%,Easy,44.87%,50.80%,12.04%,1,1.120,,
783,Minimum Distance Between BST Nodes,56.40%,Easy,44.92%,50.80%,11.96%,1,1.120,,
703,Kth Largest Element in a Stream,55.00%,Easy,44.69%,50.80%,12.42%,1,1.124,,
1507,Reformat Date,62.10%,Easy,44.50%,50.80%,12.80%,1,1.128,,
2073,Time Needed to Buy Tickets,62.10%,Easy,44.50%,50.80%,12.80%,1,1.128,,
2303,Calculate Amount Paid in Taxes,62.10%,Easy,44.50%,50.80%,12.80%,1,1.128,,
1099,Two Sum Less Than K,60.50%,Easy,44.38%,50.80%,13.05%,1,1.130,,1
112,Path Sum,46.00%,Easy,44.36%,50.80%,13.09%,1,1.131,,
1446,Consecutive Characters,61.90%,Easy,44.30%,50.80%,13.21%,1,1.132,,
1763,Longest Nice Substring,61.90%,Easy,44.30%,50.80%,13.21%,1,1.132,,
2229,Check if an Array Is Consecutive,61.90%,Easy,44.30%,50.80%,13.21%,1,1.132,,1
48,Rotate Image,67.50%,Medium,66.80%,41.40%,-43.34%,2,1.133,,
374,Guess Number Higher or Lower,49.70%,Easy,44.21%,50.80%,13.38%,1,1.134,,
594,Longest Harmonious Subsequence,52.90%,Easy,44.19%,50.80%,13.44%,1,1.134,,
141,Linked List Cycle,46.20%,Easy,44.13%,50.80%,13.55%,1,1.136,,
246,Strobogrammatic Number,47.60%,Easy,43.99%,50.80%,13.84%,1,1.138,,1
455,Assign Cookies,50.70%,Easy,44.03%,50.80%,13.77%,1,1.138,,
599,Minimum Index Sum of Two Lists,52.70%,Easy,43.91%,50.80%,13.99%,1,1.140,,
894,All Possible Full Binary Trees,79.70%,Medium,66.59%,41.40%,-42.98%,2,1.140,,
234,Palindrome Linked List,47.30%,Easy,43.87%,50.80%,14.09%,1,1.141,,
406,Queue Reconstruction by Height,72.50%,Medium,66.55%,41.40%,-42.91%,2,1.142,,
88,Merge Sorted Array,45.00%,Easy,43.71%,50.80%,14.41%,1,1.144,,
1939,Users That Actively Request Confirmation Messages,61.20%,Easy,43.60%,50.80%,14.63%,1,1.146,Sql,1
1945,Sum of Digits of String After Convert,61.20%,Easy,43.60%,50.80%,14.63%,1,1.146,,
1637,Widest Vertical Area Between Two Points Containing No Points,84.00%,Medium,66.40%,41.40%,-42.66%,2,1.147,,
442,Find All Duplicates in an Array,72.80%,Medium,66.32%,41.40%,-42.52%,2,1.150,,
1652,Defuse the Bomb,61.00%,Easy,43.40%,50.80%,15.04%,1,1.150,,
2144,Minimum Cost of Buying Candies With Discount,60.90%,Easy,43.30%,50.80%,15.24%,1,1.152,,
228,Summary Ranges,46.50%,Easy,43.16%,50.80%,15.54%,1,1.155,,
1490,Clone N-ary Tree,83.70%,Medium,66.10%,41.40%,-42.15%,2,1.157,,1
2120,Execution of All Suffix Instructions Staying in a Grid,83.70%,Medium,66.10%,41.40%,-42.15%,2,1.157,,
2190,Most Frequent Number Following Key In an Array,60.60%,Easy,43.00%,50.80%,15.85%,1,1.159,,
1322,Ads Performance,60.50%,Easy,42.90%,50.80%,16.06%,1,1.161,Sql,1
1608,Special Array With X Elements Greater Than or Equal X,60.50%,Easy,42.90%,50.80%,16.06%,1,1.161,,
1518,Water Bottles,60.40%,Easy,42.80%,50.80%,16.26%,1,1.163,,
1869,Longer Contiguous Segments of Ones than Zeros,60.40%,Easy,42.80%,50.80%,16.26%,1,1.163,,
2148,Count Elements With Strictly Smaller and Greater Elements,60.30%,Easy,42.70%,50.80%,16.46%,1,1.165,,
1897,Redistribute Characters to Make All Strings Equal,60.10%,Easy,42.50%,50.80%,16.87%,1,1.169,,
2129,Capitalize the Title,60.10%,Easy,42.50%,50.80%,16.87%,1,1.169,,
39,Combination Sum,66.30%,Medium,65.73%,41.40%,-41.52%,2,1.170,,
1008,Construct Binary Search Tree from Preorder Traversal,80.50%,Medium,65.72%,41.40%,-41.49%,2,1.170,,
2125,Number of Laser Beams in a Bank,83.30%,Medium,65.70%,41.40%,-41.47%,2,1.171,,
2161,Partition Array According to Given Pivot,83.30%,Medium,65.70%,41.40%,-41.47%,2,1.171,,
937,Reorder Data in Log Files,56.10%,Easy,42.36%,50.80%,17.16%,1,1.172,,
541,Reverse String II,50.20%,Easy,42.27%,50.80%,17.35%,1,1.173,,
1831,Maximum Transaction Each Day,83.20%,Medium,65.60%,41.40%,-41.30%,2,1.174,Sql,1
1809,Ad-Free Sessions,59.80%,Easy,42.20%,50.80%,17.48%,1,1.175,Sql,1
66,Plus One,43.10%,Easy,42.13%,50.80%,17.62%,1,1.176,,
345,Reverse Vowels of a String,47.20%,Easy,42.14%,50.80%,17.60%,1,1.176,,
1287,Element Appearing More Than 25% In Sorted Array,59.60%,Easy,42.00%,50.80%,17.89%,1,1.179,,
1437,Check If All 1's Are at Least Length K Places Away,59.60%,Easy,42.00%,50.80%,17.89%,1,1.179,,
1629,Slowest Key,59.60%,Easy,42.00%,50.80%,17.89%,1,1.179,,
1409,Queries on a Permutation With Key,83.00%,Medium,65.40%,41.40%,-40.96%,2,1.181,,
1426,Counting Elements,59.50%,Easy,41.90%,50.80%,18.09%,1,1.181,,1
1848,Minimum Distance to the Target Element,59.50%,Easy,41.90%,50.80%,18.09%,1,1.181,,
173,Binary Search Tree Iterator,67.90%,Medium,65.36%,41.40%,-40.89%,2,1.182,,
35,Search Insert Position,42.30%,Easy,41.79%,50.80%,18.32%,1,1.183,,
231,Power of Two,45.20%,Easy,41.81%,50.80%,18.27%,1,1.183,,
724,Find Pivot Index,52.40%,Easy,41.78%,50.80%,18.33%,1,1.183,,
1517,Find Users With Valid E-Mails,59.30%,Easy,41.70%,50.80%,18.50%,1,1.185,Sql,1
1624,Largest Substring Between Two Equal Characters,59.30%,Easy,41.70%,50.80%,18.50%,1,1.185,,
1854,Maximum Population Year,59.10%,Easy,41.50%,50.80%,18.90%,1,1.189,,
1758,Minimum Changes To Make Alternating Binary String,59.00%,Easy,41.40%,50.80%,19.11%,1,1.191,,
2231,Largest Number After Digit Swaps by Parity,58.90%,Easy,41.30%,50.80%,19.31%,1,1.193,,
2264,Largest 3-Same-Digit Number in String,58.90%,Easy,41.30%,50.80%,19.31%,1,1.193,,
111,Minimum Depth of Binary Tree,42.90%,Easy,41.27%,50.80%,19.37%,1,1.194,,
608,Tree Node,73.90%,Medium,64.98%,41.40%,-40.24%,2,1.195,Sql,1
796,Rotate String,52.90%,Easy,41.23%,50.80%,19.46%,1,1.195,,
2022,Convert 1D Array Into 2D Array,58.80%,Easy,41.20%,50.80%,19.51%,1,1.195,,
723,Candy Crush,75.50%,Medium,64.90%,41.40%,-40.10%,2,1.198,,1
1331,Rank Transform of an Array,58.60%,Easy,41.00%,50.80%,19.92%,1,1.199,,
230,Kth Smallest Element in a BST,68.20%,Medium,64.83%,41.40%,-39.98%,2,1.200,,
203,Remove Linked List Elements,43.90%,Easy,40.92%,50.80%,20.08%,1,1.201,,
2324,Product Sales Analysis IV  New,82.40%,Medium,64.80%,41.40%,-39.93%,2,1.201,Sql,1
1185,Day of the Week,58.10%,Easy,40.72%,50.80%,20.49%,1,1.205,,
1560,Most Visited Sector in a Circular Track,58.30%,Easy,40.70%,50.80%,20.53%,1,1.205,,
1995,Count Special Quadruplets,58.30%,Easy,40.70%,50.80%,20.53%,1,1.205,,
20,Valid Parentheses,40.90%,Easy,40.61%,50.80%,20.72%,1,1.207,,
59,Spiral Matrix II,65.50%,Medium,64.63%,41.40%,-39.65%,2,1.207,,
125,Valid Palindrome,42.40%,Easy,40.57%,50.80%,20.80%,1,1.208,,
370,Range Addition,70.00%,Medium,64.57%,41.40%,-39.54%,2,1.209,,1
701,Insert into a Binary Search Tree,74.80%,Medium,64.52%,41.40%,-39.45%,2,1.211,,
501,Find Mode in Binary Search Tree,47.70%,Easy,40.35%,50.80%,21.24%,1,1.212,,
1628,Design an Expression Tree With Evaluate Function,82.10%,Medium,64.50%,41.40%,-39.42%,2,1.212,,1
197,Rising Temperature,43.20%,Easy,40.31%,50.80%,21.32%,1,1.213,Sql,
504,Base 7,47.60%,Easy,40.21%,50.80%,21.53%,1,1.215,,
1422,Maximum Score After Splitting a String,57.80%,Easy,40.20%,50.80%,21.54%,1,1.215,,
2130,Maximum Twin Sum of a Linked List,82.00%,Medium,64.40%,41.40%,-39.25%,2,1.215,,
1118,Number of Days in a Month,56.50%,Easy,40.10%,50.80%,21.74%,1,1.217,,1
2287,Rearrange Characters to Make Target String,57.70%,Easy,40.10%,50.80%,21.75%,1,1.217,,
860,Lemonade Change,52.70%,Easy,40.09%,50.80%,21.78%,1,1.218,,
1468,Calculate Salaries,81.90%,Medium,64.30%,41.40%,-39.08%,2,1.218,Sql,1
405,Convert a Number to Hexadecimal,45.90%,Easy,39.96%,50.80%,22.03%,1,1.220,,
2149,Rearrange Array Elements by Sign,81.80%,Medium,64.20%,41.40%,-38.91%,2,1.222,,
1150,Check If a Number Is Majority Element in a Sorted Array,56.70%,Easy,39.83%,50.80%,22.29%,1,1.223,,1
2269,Find the K-Beauty of a Number,57.40%,Easy,39.80%,50.80%,22.36%,1,1.224,,
551,Student Attendance Record I,47.80%,Easy,39.72%,50.80%,22.52%,1,1.225,,
14,Longest Common Prefix,39.90%,Easy,39.69%,50.80%,22.57%,1,1.226,,
49,Group Anagrams,64.80%,Medium,64.08%,41.40%,-38.71%,2,1.226,,
976,Largest Perimeter Triangle,53.80%,Easy,39.49%,50.80%,23.00%,1,1.230,,
342,Power of Four,44.40%,Easy,39.38%,50.80%,23.20%,1,1.232,,
830,Positions of Large Groups,51.50%,Easy,39.33%,50.80%,23.32%,1,1.233,,
993,Cousins in Binary Tree,53.90%,Easy,39.34%,50.80%,23.30%,1,1.233,,
205,Isomorphic Strings,42.30%,Easy,39.29%,50.80%,23.39%,1,1.234,,
2210,Count Hills and Valleys in an Array,56.90%,Easy,39.30%,50.80%,23.37%,1,1.234,,
2273,Find Resultant Array After Removing Anagrams,56.90%,Easy,39.30%,50.80%,23.37%,1,1.234,,
441,Arranging Coins,45.70%,Easy,39.23%,50.80%,23.51%,1,1.235,,
1329,Sort the Matrix Diagonally,81.40%,Medium,63.80%,41.40%,-38.23%,2,1.235,,
1957,Delete Characters to Make Fancy String,56.80%,Easy,39.20%,50.80%,23.58%,1,1.236,,
2094,Finding 3-Digit Even Numbers,56.80%,Easy,39.20%,50.80%,23.58%,1,1.236,,
1544,Make The String Great,56.70%,Easy,39.10%,50.80%,23.78%,1,1.238,,
1952,Three Divisors,56.70%,Easy,39.10%,50.80%,23.78%,1,1.238,,
77,Combinations,64.80%,Medium,63.67%,41.40%,-38.00%,2,1.240,,
1271,Hexspeak,56.60%,Easy,39.00%,50.80%,23.98%,1,1.240,,1
1317,Convert Integer to the Sum of Two No-Zero Integers,56.60%,Easy,39.00%,50.80%,23.98%,1,1.240,,
326,Power of Three,43.70%,Easy,38.92%,50.80%,24.15%,1,1.241,,
2299,Strong Password Checker II,56.50%,Easy,38.90%,50.80%,24.19%,1,1.242,,
619,Biggest Single Number,47.90%,Easy,38.82%,50.80%,24.35%,1,1.243,Sql,1
364,Nested List Weight Sum II,68.90%,Medium,63.56%,41.40%,-37.82%,2,1.244,,1
674,Longest Continuous Increasing Subsequence,48.70%,Easy,38.81%,50.80%,24.36%,1,1.244,,
1903,Largest Odd Number in String,56.40%,Easy,38.80%,50.80%,24.39%,1,1.244,,
431,Encode N-ary Tree to Binary Tree,78.30%,Hard,71.98%,32.50%,-58.49%,3,1.245,,1
953,Verifying an Alien Dictionary,52.60%,Easy,38.62%,50.80%,24.75%,1,1.248,,
1551,Minimum Operations to Make Array Equal,81.00%,Medium,63.40%,41.40%,-37.54%,2,1.249,,
260,Single Number III,67.20%,Medium,63.39%,41.40%,-37.52%,2,1.250,,
950,Reveal Cards In Increasing Order,77.30%,Medium,63.37%,41.40%,-37.49%,2,1.250,,
1417,Reformat The String,56.10%,Easy,38.50%,50.80%,25.00%,1,1.250,,
537,Complex Number Multiplication,71.20%,Medium,63.32%,41.40%,-37.41%,2,1.252,,
921,Minimum Add to Make Parentheses Valid,76.80%,Medium,63.29%,41.40%,-37.36%,2,1.253,,
1640,Check Array Formation Through Concatenation,55.90%,Easy,38.30%,50.80%,25.41%,1,1.254,,
157,Read N Characters Given Read4,40.50%,Easy,38.20%,50.80%,25.62%,1,1.256,,1
1496,Path Crossing,55.80%,Easy,38.20%,50.80%,25.61%,1,1.256,,
216,Combination Sum III,66.30%,Medium,63.13%,41.40%,-37.09%,2,1.258,,
278,First Bad Version,42.20%,Easy,38.12%,50.80%,25.77%,1,1.258,,
1539,Kth Missing Positive Number,55.70%,Easy,38.10%,50.80%,25.81%,1,1.258,,
1817,Finding the Users Active Minutes,80.70%,Medium,63.10%,41.40%,-37.03%,2,1.259,,
1556,Thousand Separator,55.60%,Easy,38.00%,50.80%,26.02%,1,1.260,,
263,Ugly Number,41.80%,Easy,37.94%,50.80%,26.13%,1,1.261,,
1084,Sales Analysis III,53.80%,Easy,37.90%,50.80%,26.22%,1,1.262,Sql,1
1877,Minimize Maximum Pair Sum in Array,80.60%,Medium,63.00%,41.40%,-36.86%,2,1.263,,
1886,Determine Whether Matrix Can Be Obtained By Rotation,55.40%,Easy,37.80%,50.80%,26.42%,1,1.264,,
367,Valid Perfect Square,43.10%,Easy,37.72%,50.80%,26.59%,1,1.266,,
58,Length of Last Word,38.50%,Easy,37.65%,50.80%,26.73%,1,1.267,,
219,Contains Duplicate II,40.80%,Easy,37.59%,50.80%,26.85%,1,1.269,,
2079,Watering Plants,80.40%,Medium,62.80%,41.40%,-36.52%,2,1.270,,
628,Maximum Product of Three Numbers,46.70%,Easy,37.49%,50.80%,27.05%,1,1.271,,
429,N-ary Tree Level Order Traversal,69.00%,Medium,62.71%,41.40%,-36.36%,2,1.273,,
1077,Project Employees III,78.50%,Medium,62.70%,41.40%,-36.35%,2,1.273,Sql,1
1382,Balance a Binary Search Tree,80.30%,Medium,62.70%,41.40%,-36.35%,2,1.273,,
1607,Sellers With No Sales,54.90%,Easy,37.30%,50.80%,27.44%,1,1.274,Sql,1
572,Subtree of Another Tree,45.60%,Easy,37.21%,50.80%,27.62%,1,1.276,,
811,Subdomain Visit Count,74.50%,Medium,62.61%,41.40%,-36.19%,2,1.276,,
890,Find and Replace Pattern,75.60%,Medium,62.55%,41.40%,-36.09%,2,1.278,,
459,Repeated Substring Pattern,43.60%,Easy,36.87%,50.80%,28.32%,1,1.283,,
1275,Find Winner on a Tic Tac Toe Game,54.50%,Easy,36.90%,50.80%,28.25%,1,1.283,,
362,Design Hit Counter,67.70%,Medium,62.39%,41.40%,-35.82%,2,1.284,,1
1184,Distance Between Bus Stops,54.20%,Easy,36.83%,50.80%,28.38%,1,1.284,,
1961,Check If String Is a Prefix of Array,54.40%,Easy,36.80%,50.80%,28.46%,1,1.285,,
